Year,Month,Day,Hour,Minute,Second,Country,State,Location,Lat,Lon,RegionCode,MaxWaterHeight,MagIIDA,IntensitySoloviev,WarningStatus,DeathCount
1989,9,4,13,14,58,USA,AK,"SEMIDI ISLANDS, AK",55.54,-156.84,87.00,0.10,-3.30,,,
1989,10,18,0,4,15,USA,CA,N. CALIFORNIA,37.04,-121.88,88.00,1.00,-3.30,,,62.00
1989,10,29,5,25,38,JAPAN,,N. HONSHU ISLAND,39.57,143.33,85.00,0.11,,,,
1989,10,29,19,9,13,ALGERIA,,"ALGIERS, CHERCHELL, TIPAZA",36.79,2.45,50.00,,,,,
1989,11,1,10,25,52,USA TERRITORY,PR,PUERTO RICO,18.99,-68.83,74.00,0.10,,,,
1989,11,1,18,25,35,JAPAN,,JAPAN,39.84,142.76,85.00,0.90,-0.70,,,
1990,2,8,7,15,32,PHILIPPINES,,PHILIPPINES,9.76,124.69,84.00,2.10,,,,
1990,2,20,6,53,40,JAPAN,,JAPAN,34.71,139.25,85.00,0.16,-1.70,,,
1990,3,25,13,22,56,COSTA RICA,,COSTA RICA,9.92,-84.81,88.00,1.00,,,,
1990,4,5,21,12,36,USA TERRITORY,MP,"MARIANA TRENCH, N. MARIANA ISLANDS",15.13,147.60,81.00,1.80,-1.00,,,
1990,5,,,,,PHILIPPINES,,"CANIGUIN IS.,PHILIPPINES",7.00,126.00,84.00,5.00,,,,
1990,6,20,21,0,10,IRAN,,CASPIAN SEA,36.96,49.41,40.00,2.00,,,,40000.00
1990,9,23,21,13,7,JAPAN,,"W. OF BONIN ISLANDS, IZU IS., JAPAN",33.27,138.64,85.00,0.20,,,,
1990,12,13,0,24,26,ITALY,,EASTERN SICILY,37.30,15.44,50.00,0.10,,,,19.00
1990,12,13,19,50,18,TAIWAN,,TAIWAN,23.72,121.63,84.00,0.04,,,,
1991,1,4,,,,GREECE,,EAST AEGEAN SEA,37.70,26.30,50.00,,,,,
1991,2,9,16,18,58,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.93,159.14,82.00,0.02,-3.30,,,
1991,2,16,1,23,40,RUSSIA,,N. KURIL ISLANDS,48.27,154.33,86.00,0.10,-3.30,,,
1991,2,21,2,35,34,USA,AK,"BERING SEA, AK",58.43,-175.45,87.00,0.15,-1.70,,,
1991,4,22,21,56,52,COSTA RICA,,"LIMON, PANDORA",9.69,-83.07,74.00,3.00,1.00,,,89.00
1991,5,7,,,,GREECE,,EAST AEGEAN SEA,37.13,26.83,50.00,0.50,-3.30,,,
1991,10,14,15,58,13,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.09,158.44,82.00,0.15,-3.30,-2.50,,
1991,12,22,8,43,13,RUSSIA,,S. KURIL ISLANDS,45.53,151.02,86.00,0.52,,0.50,,
1992,1,5,6,,,CHINA,,SOUTH CHINA SEA,18.00,108.00,84.00,0.80,-0.30,,,
1992,4,25,18,6,4,USA,CA,"CAPE MENDOCINO, N. CALIFORNIA",40.37,-124.32,88.00,1.80,0.80,0.50,,
1992,5,17,10,15,31,PHILIPPINES,,PHILIPPINES,7.19,126.76,84.00,6.00,,,,
1992,5,27,5,13,39,SOLOMON ISLANDS,,SANTA CRUZ ISLANDS,-11.12,165.24,82.00,,,,,
1992,7,3,,,,USA,FL,"DAYTONA BEACH, FL",,,75.00,3.00,,,,
1992,7,18,8,36,59,JAPAN,,HONSHU ISLAND,39.42,143.33,85.00,0.30,-2.30,-0.50,,
1992,8,11,15,14,55,JAPAN,,,32.54,141.64,85.00,,,,,
1992,9,2,0,16,3,NICARAGUA,,NICARAGUA,11.73,-87.39,88.00,9.90,3.30,2.80,,170.00
1992,12,12,5,29,26,INDONESIA,,FLORES SEA,-8.48,121.90,60.00,26.20,4.70,2.70,,2500.00
1993,2,7,13,27,42,JAPAN,,HONSHU ISLAND,37.63,137.25,85.00,0.50,-1.00,-0.50,,
1993,3,12,14,1,35,WALLIS AND FUTUNA (FRENCH TERRITORY),,FUTUNA,-14.39,-178.25,81.00,,,,4.00,5.00
1993,6,8,13,3,36,RUSSIA,,KAMCHATKA,51.22,157.83,86.00,0.10,-1.00,-0.50,,
1993,6,18,11,52,55,NEW ZEALAND,,KERMADEC ISLANDS,-28.89,-176.82,81.00,,,,,
1993,7,12,13,17,12,JAPAN,,SEA OF JAPAN,42.85,139.20,85.00,32.00,5.00,3.10,,231.00
1993,8,7,19,42,42,JAPAN,,JAPAN,41.99,139.84,85.00,0.16,,,,
1993,8,8,8,34,25,USA TERRITORY,GU,"GUAM, MARIANA ISLANDS",12.98,144.80,81.00,2.40,-1.00,,,
1993,11,13,1,18,4,RUSSIA,,KAMCHATKA,51.93,158.65,86.00,0.05,-3.30,-3.00,,
1994,1,4,,,,USA,ME,"COREA HARBOR, MAINE",44.40,-67.97,75.00,1.50,,,,
1994,1,17,12,30,55,USA,,"WEST COAST, USA",34.21,-118.54,88.00,0.10,-3.30,-3.00,,60.00
1994,1,21,2,24,30,INDONESIA,,HALMAHERA,1.02,127.73,83.00,2.00,1.00,1.50,,9.00
1994,2,15,17,7,44,INDONESIA,,SOUTHERN SUMATRA,-4.97,104.30,60.00,,,,,
1994,4,8,1,10,41,JAPAN,,HOKKAIDO ISLAND,40.61,143.68,85.00,0.11,-2.30,-1.50,,
1994,4,28,11,30,,NORWAY,,WESTERN NORWAY,61.27,6.58,73.00,4.00,,4.00,,
1994,5,24,4,0,42,TAIWAN,,TAIWAN,23.96,122.45,84.00,0.02,,,,
1994,6,2,18,17,34,INDONESIA,,SOUTH OF JAVA,-10.48,112.84,60.00,13.90,3.70,2.50,,238.00
1994,6,3,21,6,60,INDONESIA,,SOUTH OF JAVA,-10.36,112.89,60.00,3.70,,,,
1994,6,4,0,57,51,INDONESIA,,SOUTH OF JAVA,-10.78,113.37,60.00,,,,,
1994,6,5,1,45,3,INDONESIA,,SOUTH OF JAVA,-10.34,113.37,60.00,3.00,,,,
1994,9,1,15,15,53,USA,CA,N. CALIFORNIA,40.40,-125.68,88.00,0.07,-3.30,-3.00,,
1994,9,19,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-4.24,152.21,82.00,3.00,1.20,,,
1994,10,4,13,22,56,RUSSIA,,S. KURIL ISLANDS,43.77,147.32,86.00,10.40,2.30,2.60,,11.00
1994,10,8,21,44,7,INDONESIA,,HALMAHERA,-1.26,127.98,83.00,3.00,1.60,1.50,,1.00
1994,10,9,7,55,40,RUSSIA,,S. KURIL ISLANDS,43.91,147.92,86.00,0.20,-3.30,-3.00,,
1994,11,4,4,12,,USA,AK,"SKAGWAY, AK",59.50,-135.30,87.00,9.00,3.50,2.50,,1.00
1994,11,14,19,15,31,PHILIPPINES,,PHILIPPINE ISLANDS,13.53,121.07,84.00,7.30,2.90,2.10,,81.00
1994,12,28,12,19,23,JAPAN,,"TOHUKU, JAPAN",40.53,143.42,85.00,0.53,,,,3.00
1994,,,,,,RUSSIA,,KERCH STRAIT,45.22,36.72,40.00,0.50,,,,
1995,1,16,20,46,52,JAPAN,,"KOBE, JAPAN",34.58,135.02,85.00,0.34,-2.30,-2.00,,5502.00
1995,4,7,22,6,57,SAMOA,,SAMOA ISLANDS,-15.20,-173.53,81.00,0.09,-1.70,-1.50,,
1995,4,21,0,34,46,PHILIPPINES,,SAMAR ISLAND,12.06,125.58,84.00,0.20,-3.30,-2.00,,
1995,4,21,5,17,1,PHILIPPINES,,SAMAR ISLAND,12.05,125.92,84.00,0.20,-2.30,-2.00,,
1995,5,13,8,47,13,GREECE,,GREECE,40.15,21.70,50.00,,,,,
1995,5,14,11,33,21,INDONESIA,,TIMOR SEA,-8.45,125.05,60.00,4.00,2.00,1.50,,11.00
1995,5,16,20,12,44,NEW CALEDONIA,,LOYALTY ISLANDS,-23.01,169.90,82.00,0.50,-1.30,-2.00,,
1995,5,27,13,3,53,RUSSIA,,SAKHALIN ISLAND,52.63,142.83,86.00,0.10,-2.30,-2.00,,1989.00
1995,6,15,0,15,49,GREECE,,GULF OF CORINTH: AIYION,38.40,22.28,50.00,1.00,-1.00,3.00,,26.00
1995,7,30,5,11,24,CHILE,,NORTHERN CHILE,-23.34,-70.29,89.00,3.00,1.60,1.50,,3.00
1995,8,16,10,27,29,PAPUA NEW GUINEA,,SOLOMON SEA,-5.80,154.18,82.00,0.28,-1.00,-1.50,,
1995,9,14,14,4,31,MEXICO,,S. MEXICO,16.78,-98.60,88.00,0.40,-1.30,-1.00,,3.00
1995,10,9,15,35,54,MEXICO,,S. MEXICO,19.06,-104.21,88.00,11.00,2.30,2.50,,50.00
1995,10,18,10,37,26,JAPAN,,RYUKYU ISLANDS,27.93,130.18,85.00,2.59,0.80,1.50,,
1995,10,19,2,41,36,JAPAN,,RYUKYU ISLANDS,28.09,130.15,85.00,1.50,0.60,0.50,,
1995,11,1,0,35,33,CHILE,,NORTHERN CHILE,-28.91,-71.42,89.00,0.10,-3.30,-3.00,,
1995,11,22,4,15,12,EGYPT,,GULF OF ELAT-AQABA,28.83,34.80,30.00,4.00,,,,11.00
1995,12,3,18,1,9,RUSSIA,,S. KURIL ISLANDS,44.66,149.30,86.00,1.10,0.10,0.50,,
1996,1,1,8,5,11,INDONESIA,,SULAWESI,0.73,119.93,83.00,3.43,2.30,1.80,,9.00
1996,1,1,,,,GREECE,,W. CORINTH GULF,38.37,22.08,50.00,2.00,,2.00,,
1996,1,2,15,40,,RUSSIA,,"KARYMSKOYE, KAMCHATKA, RUSSIA",54.05,159.43,86.00,30.00,,,,
1996,2,17,5,59,31,INDONESIA,,IRIAN JAYA,-0.89,136.95,83.00,7.70,2.90,1.80,,164.00
1996,2,21,12,51,1,PERU,,N. PERU,-9.59,-79.59,89.00,5.10,2.30,1.90,,12.00
1996,2,25,3,8,16,MEXICO,,MEXICO,15.98,-98.07,88.00,0.10,-3.30,-3.00,,
1996,4,24,8,0,,SWITZERLAND,,LAKE BRIENZ,46.73,7.97,50.00,0.50,,,,
1996,6,10,4,3,35,USA,AK,"ANDREANOF ISLANDS, AK",51.56,-177.63,87.00,0.51,,0.50,,
1996,6,10,15,24,56,USA,AK,"ANDREANOF ISLANDS, AK",51.48,-176.85,87.00,0.18,-3.30,-1.50,,
1996,9,4,18,16,2,JAPAN,,HONSHU ISLAND,31.56,139.93,85.00,0.30,-2.30,-2.00,,
1996,9,5,8,14,14,CHILE,,EASTER ISLAND REGION,-22.12,-113.44,89.00,0.09,-3.30,-2.50,,
1996,9,5,23,42,6,TAIWAN,,TAIWAN REGION,21.90,121.50,84.00,0.11,,,,
1996,10,18,10,50,21,JAPAN,,KYUSHU ISLAND,30.57,131.09,85.00,0.20,-2.30,-2.50,,
1996,10,19,14,44,41,JAPAN,,KYUSHU ISLAND,31.89,131.47,85.00,0.55,0.10,0.50,,
1996,11,12,16,59,44,PERU,,S. PERU,-14.99,-75.68,89.00,0.40,-1.70,-1.00,,14.00
1996,12,2,22,17,59,JAPAN,,SEA OF JAPAN,31.79,131.31,85.00,0.20,-2.30,-2.00,,
1997,3,12,,,,NEW CALEDONIA,,NEW CALEDONIA,-21.70,168.00,82.00,2.00,,,,
1997,4,10,,,,HONDURAS,,GULF OF FONSECA,13.10,-87.60,88.00,15.00,,,,
1997,4,18,,,,AUSTRALIA,,NORFOLK ISLAND,,,81.00,,,,,
1997,4,21,12,2,26,SOLOMON ISLANDS,,SANTA CRUZ IS. VANUATU,-12.58,166.68,82.00,3.00,-2.30,-2.00,,
1997,7,9,19,24,13,VENEZUELA,,CARIACO-CUMANA,10.60,-63.49,74.00,,,,,81.00
1997,9,30,6,27,25,JAPAN,,S. OF HONSHU ISLAND,31.96,141.88,85.00,0.03,,,4.00,
1997,10,14,9,53,18,TONGA,,TONGA ISLANDS,-22.10,-176.77,81.00,0.10,,,,
1997,12,5,11,26,55,RUSSIA,,KAMCHATKA,54.84,162.04,86.00,8.00,0.60,0.50,,
1997,12,14,3,30,,RUSSIA,,KAMCHATKA,54.84,162.04,86.00,8.00,3.00,2.00,,
1997,12,26,8,,,MONTSERRAT,,WHITE RIVER VALLEY,16.72,-62.18,74.00,3.00,,,,
1998,3,19,18,30,,NORWAY,,WESTERN NORWAY,61.18,5.27,73.00,6.00,,4.00,,
1998,3,25,3,12,25,ANTARCTICA,,BALLENY ISLANDS,-62.88,149.53,81.00,0.01,,,,
1998,5,3,23,30,22,TAIWAN,,TAIWAN:  SOUTHEAST OF,22.31,125.31,84.00,0.13,,,3.00,
1998,7,17,8,49,16,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-2.94,142.58,82.00,15.03,,,,1636.00
1998,11,29,14,10,32,INDONESIA,,"TALIABU ISLAND,",-2.07,124.89,83.00,2.75,,,,41.00
1999,1,20,,,,MONTSERRAT,,SOUFRIERE HILLS VOLCANO,16.72,-62.18,74.00,2.00,,,,
1999,8,17,0,1,39,TURKEY,,"KOCAELI, TURKEY",40.76,29.97,50.00,2.52,,,,17118.00
1999,9,13,,,,FRENCH POLYNESIA,,FATU HIVA,-10.52,-138.67,81.00,8.00,,,,
1999,11,26,13,21,16,VANUATU,,VANUATU ISLANDS,-16.42,168.21,82.00,6.60,,,0.00,10.00
2000,1,26,,,,PHILIPPINES,,"TAWI-TAWI, PHILIPPINES",5.10,120.15,84.00,20.00,,,,
2000,4,5,4,36,60,GREECE,,CRETE,34.22,25.69,50.00,0.50,,,,
2000,5,4,4,21,16,INDONESIA,,SULAWESI,-1.11,123.57,83.00,6.00,,,,46.00
2000,6,18,14,44,13,AUSTRALIA,,SOUTH INDIAN OCEAN,-13.80,97.45,60.00,0.30,,,,
2000,7,1,7,1,56,JAPAN,,"KOZU-SHIMA ISLAND, HONSHU",34.22,139.13,85.00,0.07,,,,1.00
2000,7,15,1,30,31,JAPAN,,HONSHU: S COAST,34.32,139.26,85.00,0.07,,,,
2000,7,30,12,25,46,JAPAN,,HONSHU: S COAST,33.90,139.38,85.00,0.14,,,,
2000,11,4,19,30,0,USA,CA,"POINT ARGUELLO, S. CALIFORNIA",34.50,-120.65,88.00,4.60,,,,
2000,11,16,4,54,56,PAPUA NEW GUINEA,,BISMARCK SEA,-4.00,152.33,82.00,3.00,,,,2.00
2000,11,21,18,4,50,GREENLAND,,PAATUUT (WEST GREENLAND),70.25,-52.75,72.00,50.00,,,,
2000,,,,,,RUSSIA,,KERCH STRAIT,45.12,36.70,40.00,,,,,
2001,1,13,17,33,32,EL SALVADOR,,EL SALVADOR,13.05,-88.66,88.00,0.25,,,,844.00
2001,6,23,20,33,14,PERU,,S. PERU,-16.27,-73.64,89.00,8.80,,,2.00,103.00
2001,10,12,5,2,34,CANADA,BC,QUEEN CHARLOTTE ISLANDS,52.63,-132.20,88.00,0.11,,,,
2001,12,18,4,2,58,TAIWAN,,TAIWAN,23.95,122.73,84.00,0.12,,,,
2002,1,2,17,22,49,VANUATU,,VANUATU ISLANDS,-17.60,167.86,82.00,3.00,-4.64,-4.14,,
2002,3,5,21,16,9,PHILIPPINES,,"MINDANAO ISLAND, PHILIPPINES",6.03,124.25,84.00,3.00,,,,15.00
2002,3,26,3,45,49,JAPAN,,JAPAN,23.35,124.09,85.00,0.05,,,,
2002,3,31,6,52,50,TAIWAN,,TAIWAN,24.28,122.18,84.00,0.20,,,,5.00
2002,9,8,18,44,26,PAPUA NEW GUINEA,,BISMARCK SEA,-3.26,142.94,82.00,5.50,0.58,1.08,2.00,4.00
2002,9,13,22,28,29,INDIA,,"ANDAMAN ISLANDS, INDIA",13.04,93.07,60.00,,,,,2.00
2002,10,10,10,50,21,INDONESIA,,IRIAN JAYA,-1.76,134.30,83.00,5.00,2.32,2.82,,8.00
2002,11,4,,,,NEW ZEALAND,,ALBERT TOWN,-44.70,169.20,81.00,,,,,
2002,12,30,13,15,,ITALY,,STROMBOLI ISLAND,38.79,15.21,50.00,10.90,,5.00,,
2003,1,20,8,43,6,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.49,160.77,82.00,2.00,,,,
2003,1,22,2,6,35,MEXICO,,S. MEXICO,18.77,-104.10,88.00,0.61,,0.50,,29.00
2003,5,21,18,44,20,ALGERIA,,N. ALGERIA,36.96,3.63,50.00,3.00,1.00,1.50,,2266.00
2003,5,27,17,11,29,ALGERIA,,ALGIERS,36.94,3.58,50.00,0.08,,,,9.00
2003,7,12,,,,MONTSERRAT,,SOUFRIERE HILLS VOLCANO,16.72,-62.18,74.00,4.00,,,,
2003,8,21,12,12,50,NEW ZEALAND,,SOUTH ISLAND,-45.10,167.14,81.00,0.15,,,,
2003,9,25,19,50,6,JAPAN,,HOKKAIDO ISLAND,41.82,143.91,85.00,4.40,,,2.00,2.00
2003,10,31,1,6,28,JAPAN,,E. HONSHU ISLAND,37.81,142.62,85.00,0.32,,,,
2003,11,17,6,43,7,USA,AK,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.15,178.65,87.00,0.33,,,4.00,
2003,12,27,4,55,25,NEW CALEDONIA,,LOYALTY ISLANDS,-22.11,169.35,82.00,0.15,,,,
2004,1,28,22,15,31,INDONESIA,,SERAM ISLAND,-3.12,127.40,83.00,,,,4.00,
2004,2,11,8,15,4,JORDAN,,DEAD SEA,31.68,35.55,50.00,1.00,,,,
2004,9,5,10,7,8,JAPAN,,SOUTH COAST HONSHU ISLAND,33.07,136.62,85.00,0.63,,,4.00,
2004,9,5,14,57,19,JAPAN,,SOUTH COAST HONSHU ISLAND,33.18,137.07,85.00,0.93,,,4.00,
2004,11,2,10,2,13,CANADA,BC,VANCOUVER ISLAND,49.28,-128.77,88.00,0.06,,,,
2004,11,11,21,26,41,INDONESIA,,KEPULAUAN ALOR,-8.15,124.87,60.00,2.00,,,,34.00
2004,11,21,11,41,8,GUADELOUPE (FRENCH TERRITORY),,"BASSE-TERRE, LES SAINTES",15.68,-61.71,74.00,0.70,,,,
2004,11,22,20,26,24,NEW ZEALAND,,PUYSEGUR TRENCH,-46.68,164.72,81.00,,,,,
2004,11,28,18,32,14,JAPAN,,HOKKAIDO ISLAND,43.01,145.12,85.00,0.12,,,,
2004,12,23,14,59,4,AUSTRALIA,,MACQUARIE ISLAND,-49.31,161.35,81.00,0.30,,,,
2004,12,26,0,58,53,INDONESIA,,OFF W. COAST OF SUMATRA,3.32,95.85,60.00,50.90,,,4.00,227899.00
2005,1,19,6,11,36,JAPAN,,E. HONSHU ISLAND,34.06,141.49,85.00,0.39,,,,
2005,2,14,18,5,59,GUADELOUPE (FRENCH TERRITORY),,DOMINICA PASSAGE,15.78,-61.74,74.00,,,,,
2005,3,28,16,9,37,INDONESIA,,INDONESIA,2.09,97.11,60.00,4.20,,,,1313.00
2005,4,10,10,29,11,INDONESIA,,KEPULAUAN MENTAWAI,-1.64,99.61,60.00,0.40,,,,
2005,6,15,2,50,53,USA,CA,N. CALIFORNIA,41.30,-125.97,88.00,0.10,,,4.00,
2005,8,16,2,46,28,JAPAN,,E. COAST HONSHU ISLAND,38.28,142.04,85.00,0.05,,,3.00,
2005,11,14,21,38,51,JAPAN,,E. COAST HONSHU ISLAND,38.11,144.90,85.00,0.42,,,,
2005,12,9,1,57,,CANADA,BC,BRITISH COLUMBIA,,,88.00,0.08,,,,
2006,1,16,,,,USA,WA,"COLUMBIA RIVER VALLEY, WA",,,88.00,9.00,,,,
2006,3,14,6,57,34,INDONESIA,,SERAM ISLAND,-3.60,127.21,83.00,3.50,,,,4.00
2006,5,3,15,26,40,TONGA,,TONGA,-20.19,-174.12,81.00,0.27,,,2.00,
2006,5,20,11,20,,MONTSERRAT,,SOUFRIERE HILLS VOLCANO,16.72,-62.18,74.00,1.00,,,4.00,
2006,7,17,8,19,29,INDONESIA,,SOUTH OF JAVA,-9.25,107.41,60.00,20.90,,,,802.00
2006,9,28,6,22,10,SAMOA,,SAMOA ISLANDS,-16.59,-172.03,81.00,0.08,,,4.00,
2006,10,15,17,7,49,USA,HI,HAWAII,19.88,-155.94,80.00,0.10,,,4.00,
2006,11,15,11,14,14,RUSSIA,,S. KURIL ISLANDS,46.59,153.27,86.00,21.90,,,1.00,
2006,12,26,12,26,21,CHINA,,TAIWAN,21.80,120.55,84.00,0.07,,,,2.00
2007,1,13,4,23,21,RUSSIA,,S. KURIL ISLANDS,46.24,154.52,86.00,0.40,,,2.00,
2007,3,25,0,40,2,VANUATU,,VANUATU ISLANDS,-20.62,169.36,82.00,0.08,,,,
2007,3,25,0,41,58,JAPAN,,HONSHU: W COAST,37.34,136.59,85.00,0.10,,,3.00,1.00
2007,4,1,20,39,56,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.46,157.04,82.00,12.10,,,1.00,52.00
2007,4,21,17,53,46,CHILE,,SOUTHERN CHILE,-45.29,-72.61,89.00,50.00,,,,10.00
2007,5,7,,,,BULGARIA,,BLACK SEA,43.00,29.00,40.00,3.00,,,,
2007,7,16,1,13,22,JAPAN,,HONSHU: W COAST,37.57,138.48,85.00,,,,4.00,9.00
2007,8,2,2,37,42,RUSSIA,,TATAR STRAIT,47.12,141.80,86.00,3.20,,,4.00,2.00
2007,8,2,3,21,43,USA,AK,"ALEUTIAN ISLANDS, AK",51.31,-179.97,87.00,0.03,,,4.00,
2007,8,15,23,40,58,PERU,,S. PERU,-13.39,-76.60,89.00,10.05,,,1.00,514.00
2007,9,2,1,5,18,SOLOMON ISLANDS,,SANTA CRUZ ISLANDS,-11.61,165.76,82.00,0.05,,,,
2007,9,12,11,10,27,INDONESIA,,SUMATRA,-4.44,101.37,60.00,5.00,,,,25.00
2007,9,30,5,23,34,NEW ZEALAND,,AUCKLAND ISLANDS,-49.42,163.95,81.00,0.25,,,4.00,
2007,11,14,15,40,51,CHILE,,NORTHERN CHILE,-22.25,-69.89,89.00,0.28,,,2.00,2.00
2007,11,29,19,0,20,MARTINIQUE (FRENCH TERRITORY),,MARTINIQUE,14.94,-61.27,74.00,,,,,
2007,12,4,,,,CANADA,BC,"CHEHALIS LAKE, CHILLIWACK",49.48,-121.85,88.00,38.00,,,,
2007,12,9,7,28,21,KERMADEC ISLANDS,,KERMADEC ISLANDS,-26.00,-177.51,81.00,0.03,,,,
2008,2,25,8,36,33,INDONESIA,,SUMATRA,-2.49,99.97,60.00,0.12,,,,
2008,4,9,12,46,13,NEW CALEDONIA,,LOYALTY ISLANDS,-20.07,168.89,82.00,0.16,,,,
2008,4,28,18,33,34,VANUATU,,VANUATU ISLANDS,-19.94,168.95,82.00,0.03,,,,
2008,5,12,6,28,2,CHINA,,SICHUAN PROVINCE,31.00,103.32,84.00,,,,,87652.00
2008,7,19,2,39,29,JAPAN,,OFF EAST COAST OF HONSHU ISLAND,37.55,142.21,85.00,0.20,,,,
2008,8,8,,,,USA,AK,"KASATOCHI VOLCANO, ALEUTIAN IS, AK",52.18,-175.50,87.00,0.19,,,0.00,
2008,8,20,23,0,0,SOUTH AFRICA,,SOUTHERN ATLANTIC OCEAN,-28.50,13.20,77.00,2.55,,,0.00,
2008,9,11,0,20,51,JAPAN,,HOKKAIDO ISLAND,41.89,143.75,85.00,0.09,,,4.00,6.00
2008,10,28,,,,USA,,MAINE,43.80,-69.70,75.00,3.60,,,,
2008,11,16,17,2,33,INDONESIA,,SULAWESI,1.27,122.09,83.00,0.13,,,,6.00
2008,11,23,,,,CHINA,,"WU GORGE, WUSHAN COUNTY",31.07,109.92,84.00,13.10,,,,
2009,1,3,19,43,51,INDONESIA,,NEAR NORTH COAST,-0.41,132.89,83.00,0.39,,,,5.00
2009,1,3,22,33,40,INDONESIA,,NEAR NORTH COAST,-0.69,133.31,83.00,,,,,
2009,1,15,17,49,39,RUSSIA,,KAMCHATKA,46.86,155.15,86.00,0.11,,,,
2009,2,11,17,34,51,INDONESIA,,CELEBES SEA,3.88,126.40,83.00,0.13,,,,
2009,3,19,18,17,41,TONGA,,TONGA,-23.05,-174.66,81.00,0.15,,,2.00,
2009,5,28,8,24,45,HONDURAS,,OFF COAST OF HONDURAS,16.72,-86.24,74.00,4.00,,,,7.00
2009,7,1,9,30,10,GREECE,,CRETE,34.16,25.47,50.00,0.30,,,,
2009,7,15,9,22,29,NEW ZEALAND,,OFF WEST COAST OF SOUTH ISLAND,-45.76,166.56,81.00,0.47,,,,
2009,8,10,19,55,36,INDIA,,ANDAMAN ISLANDS,14.10,92.89,60.00,0.01,,,3.00,
2009,8,10,20,7,9,JAPAN,,HONSHU: S COAST,34.74,138.26,85.00,0.60,,,4.00,1.00
2009,8,16,7,38,22,INDONESIA,,SUMATRA,-1.48,99.49,60.00,0.18,,,,
2009,8,25,,,,USA,WA,"COLUMBIA RIVER VALLEY, WA",,,88.00,,,,,
2009,9,29,17,48,11,SAMOA,,SAMOA ISLANDS,-15.49,-172.10,81.00,22.35,,,,192.00
2009,9,30,10,16,9,INDONESIA,,SUMATRA,-0.72,99.87,60.00,0.27,,,,1117.00
2009,10,7,22,3,14,VANUATU,,VANUATU ISLANDS,-13.01,166.51,82.00,0.29,,,,
2010,1,3,21,48,5,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.74,157.48,82.00,0.01,,,,
2010,1,3,22,36,28,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.80,157.35,82.00,7.52,,,,
2010,1,5,12,15,32,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.02,157.55,82.00,0.03,,,,
2010,1,12,21,53,10,HAITI,,HAITI & DOMINICAN REPUBLIC,18.46,-72.53,74.00,3.21,,,,316000.00
2010,2,26,20,31,27,JAPAN,,RYUKYU ISLANDS,25.93,128.43,85.00,0.10,,,,
2010,2,27,6,34,12,CHILE,,CENTRAL CHILE,-36.12,-72.90,89.00,29.00,,,,558.00
2010,3,11,14,39,44,CHILE,,CENTRAL CHILE,-34.29,-71.89,89.00,0.14,,,,
2010,4,6,22,15,2,INDONESIA,,SUMATRA,2.38,97.05,60.00,0.44,,,,
2010,4,13,,,,COOK ISLANDS,,"MANGAIA ISLAND, COOK ISLANDS",-21.96,-157.92,81.00,,,,,
2010,4,13,,,,PERU,,"513 LAKE, HUALCAN GLACIER",-9.28,-77.65,89.00,23.00,,,,1.00
2010,5,29,11,46,50,USA TERRITORY,MP,"SOUTH OF SARIGAN IS, N. MARIANA IS",16.71,145.97,81.00,0.04,,,,
2010,6,12,19,26,50,INDIA,,LITTLE NICOBAR ISLAND,7.88,91.94,60.00,0.03,,,,
2010,8,10,5,23,45,VANUATU,,VANUATU ISLANDS,-17.54,168.07,82.00,0.23,,,,
2010,8,13,21,19,33,USA TERRITORY,GU,"GUAM, MARIANA ISLANDS",12.48,141.48,81.00,0.07,,,,
2010,10,25,14,42,22,INDONESIA,,SUMATRA,-3.49,100.08,60.00,16.90,,,,431.00
2010,12,21,17,19,41,JAPAN,,BONIN ISLANDS,26.90,143.70,85.00,0.13,,,,
2010,12,25,13,16,37,VANUATU,,VANUATU ISLANDS,-19.70,167.95,82.00,4.10,,,,
2011,1,9,10,3,44,VANUATU,,VANUATU ISLANDS,-19.16,168.31,82.00,0.03,,,,
2011,2,11,20,5,31,CHILE,,CENTRAL CHILE,-36.47,-73.13,89.00,0.15,,,4.00,
2011,2,21,23,51,42,NEW ZEALAND,,SOUTH ISLAND,-43.58,172.68,81.00,3.50,,,,
2011,3,9,2,45,20,JAPAN,,HONSHU ISLAND,38.44,142.84,85.00,0.60,,,,
2011,3,11,5,46,24,JAPAN,,HONSHU ISLAND,38.30,142.37,85.00,38.90,,,,18434.00
2011,4,7,14,32,43,JAPAN,,E. COAST HONSHU ISLAND,38.28,141.59,85.00,0.08,,,,3.00
2011,6,24,3,9,39,USA,AK,"ATKA, ALEUTIAN ISLANDS, AK",52.05,-171.84,87.00,0.10,,,,
2011,6,27,,,,UK,,"PLYMOUTH, ENGLAND",50.50,-3.00,73.00,0.40,,,,
