Year,Month,Day,Hour,Minute,Second,FocalDepth,EQRichterMag,EQMomentMag,ModMercalli,Country,State,LocationName,Lat,Lon,DeathCount,Tsunami
1950,5,21,18,37,    ,,6,,,PERU,,PERU:  CUSCO,-13.50,-72.00,,No
1950,6,19,12,36,54,,7,,7,INDONESIA,,INDONESIA:  JAVA:  GRESIK,-6.00,113.00,16.00,No
1950,7,9,2,35,    ,41,,,9,COLOMBIA,,COLOMBIA:  ANBOLEDAS,7.80,-72.50,,No
1950,8,5,19,8,    ,60,7,,11,ECUADOR,,ECUADOR,-1.50,-78.20,,No
1950,9,13,0,3,7,,6,,8,CHINA,,CHINA:  YUNNAN PROVINCE,23.50,103.10,,No
1950,11,2,15,27,56,60,8,,,INDONESIA,,INDONESIA:  BANDA SEA,-6.50,129.50,,No
1950,11,17,19,28,    ,,7,,11,MEXICO,,MEXICO:  GUERRERO,16.50,-100.40,,No
1950,12,2,19,51,49,60,8,,,VANUATU,,VANUATU ISLANDS,-18.25,167.50,,No
1950,12,9,21,38,48,100,8,,7,CHILE,,CHILE-ARGENTINA,-23.50,-67.50,1.00,No
1950,12,14,1,52,46,200,8,,6,TONGA,,TONGA ISLANDS,-19.50,-176.00,,No
1950,1,30,0,56,32,33,7,,6,CHILE,,CHILE:  SOUTHERN,-53.50,-71.50,,Yes
1950,3,14,18,10,41,,6,,,NEW ZEALAND,,N. NEW ZEALAND,-37.80,177.20,,Yes
1950,4,30,23,49,24,,,,,PANAMA,,PANAMA,6.50,-83.00,,Yes
1950,8,3,22,18,    ,8,7,,,VENEZUELA,,VENEZUELA: EL TOCUYO,10.50,-68.00,,Yes
1950,8,15,14,9,30,33,9,9,11,INDIA,,INDIA-CHINA,28.50,96.50,1530.00,Yes
1950,10,5,16,9,31,60,8,,,COSTA RICA,,COSTA RICA-NICARAGUA,11.00,-85.00,,Yes
1950,10,8,3,23,9,60,8,,,INDONESIA,,INDONESIA:  SERAM,-3.80,128.30,1.00,Yes
1950,10,23,16,13,20,65,8,8,,GUATEMALA,,GUATEMALA:  SAN MARCOS,14.31,-91.92,,Yes
1950,11,8,2,18,12,33,7,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SOLOMON SEA,-10.00,159.50,,Yes
1950,12,10,2,50,42,80,7,,,PERU,,"PERU:  ICA,CHIMBOTE,HUARAZ,CAJAMARCA,CUZCO,MOQUEGUA",-14.25,-75.75,4.00,Yes
1950,12,14,14,15,49,50,8,,5,MEXICO,,MEXICO:  ACAPULCO,16.48,-98.22,,Yes
1951,2,18,,,    ,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-9.30,147.10,,No
1951,3,19,,,    ,,8,,,PHILIPPINES,,PHILIPPINES,9.50,127.30,,No
1951,5,6,23,8,    ,100,7,,,EL SALVADOR,,EL SALVADOR:  JUCUAPA,13.00,-87.80,1100.00,No
1951,5,16,13,23,    ,250,8,,,PERU,,PERU,-15.00,-69.50,,No
1951,7,9,0,4,    ,50,6,,,MEXICO,,MEXICO:  OAXACA:  MIAHIATLAN,16.10,-96.80,,No
1951,8,6,8,8,56,100,6,,,NICARAGUA,,NICARAGUA:  GULF OF FONSECA:  JINOTEGA,13.00,-87.50,,No
1951,8,8,22,9,    ,,,,12,ITALY,,ITALY:  S,41.60,13.80,,No
1951,8,13,18,33,    ,,7,,9,TURKEY,,TURKEY:  KURSUNLU,40.80,33.40,,No
1951,8,15,7,23,    ,,,,5,USA,CA,CALIFORNIA:  TERMINAL ISLAND,33.50,-118.20,,No
1951,11,18,9,35,50,25,8,8,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),31.10,91.40,,No
1951,11,24,18,47,13,,8,,,TAIWAN,,TAIWAN,22.90,121.50,17.00,No
1951,12,8,4,14,12,25,8,,,INDIAN OCEAN,,INDIAN OCEAN:  S,-34.00,57.00,,No
1951,2,22,1,45,49,25,6,6,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-3.25,142.24,,Yes
1951,8,3,0,23,58,100,6,,,NICARAGUA,,NICARAGUA:  GULF OF FONSECA:  POTOSI,13.00,-87.50,,Yes
1951,8,21,10,57,    ,60,7,,,USA,HI,HAWAII,19.70,-156.00,,Yes
1951,10,22,5,43,1,21,7,,,TAIWAN,,TAIWAN,23.80,121.70,68.00,Yes
1951,12,21,8,37,29,,6,,9,CHINA,,CHINA:   YUNNAN PROVINCE,26.70,100.00,,Yes
1952,1,3,6,3,    ,,6,,8,TURKEY,,"TURKEY:  PASINLER (HASANKALE), ERZURUM",39.90,41.70,,No
1952,2,26,11,31,    ,,8,,,PERU,,PERU-BOLIVIA,-14.10,-69.90,,No
1952,6,3,,,    ,,,,7,TURKEY,,"TURKEY:  PASINLER (HASANKALE),ERZINCAN",39.80,39.50,,No
1952,6,19,12,12,59,,7,,8,CHINA,,CHINA:  YUNNAN PROVINCE,22.70,99.80,,No
1952,7,21,11,52,14,16,8,,11,USA,CA,CALIFORNIA:  KERN COUNTY,35.00,-119.02,12.00,No
1952,8,17,16,2,11,60,,,10,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),30.50,91.50,54.00,No
1952,8,22,22,41,24,16,6,,8,USA,CA,CALIFORNIA:  KERN COUNTY,35.33,-118.92,2.00,No
1952,9,30,12,52,2,,7,,9,CHINA,,CHINA: SICHUAN PROVINCE,28.30,102.20,,No
1952,10,8,14,24,1,,6,,8,CHINA,,CHINA:  SHANXI PROVINCE,39.00,112.70,,No
1952,10,22,17,,    ,,5,,7,TURKEY,,"TURKEY:  CEYHAN,MISIS",36.50,35.50,,No
1952,12,8,15,9,32,,6,,8,CHINA,,CHINA:  YUNNAN PROVINCE,22.90,99.70,,No
1952,12,30,12,7,    ,,,,,COSTA RICA,,COSTA RICA,10.30,-83.50,,No
1952,3,4,1,22,41,45,8,8,9,JAPAN,,JAPAN:  HOKKAIDO,42.15,143.85,33.00,Yes
1952,3,9,17,3,    ,,7,,,JAPAN,,JAPAN:  HOKKAIDO,41.70,142.50,,Yes
1952,3,17,3,58,    ,33,,,,USA,HI,HAWAII,19.11,-155.03,,Yes
1952,3,19,10,57,12,,8,,7,PHILIPPINES,,PHILIPPINES:  BUTUAN,9.50,127.25,,Yes
1952,5,13,19,32,    ,64,,,,COSTA RICA,,COSTA RICA-PANAMA,10.30,-85.30,,Yes
1952,7,13,11,58,33,260,7,,,VANUATU,,VANUATU ISLANDS,-18.50,169.25,,Yes
1952,11,4,16,58,28,22,9,9,7,RUSSIA,,RUSSIA:  KAMCHATKA PENINSULA,52.76,160.06,10000.00,Yes
1953,1,15,21,56,    ,,,,,IRAN,,IRAN:  GODER,28.50,52.30,,No
1953,1,25,19,47,    ,,6,,,HAITI,,HAITI,18.40,-73.40,,No
1953,2,12,8,15,    ,,6,,,IRAN,,IRAN:  TORUD,35.40,55.10,,No
1953,3,18,19,6,11,,8,,,TURKEY,,"TURKEY:  YENICE, ONON",40.00,27.50,1070.00,No
1953,4,,,,    ,,,,,IRAN,,"IRAN:  KHAN-E-ZENYAN,KHATIRI",29.00,52.00,,No
1953,5,3,23,57,6,,5,,7,CHINA,,CHINA:  YUNNAN PROVINCE,24.20,103.20,,No
1953,6,18,5,44,    ,,,,,TURKEY,,TURKEY:  EDIRNE,41.40,26.30,,No
1953,7,2,6,56,    ,223,8,,,VANUATU,,VANUATU ISLANDS,-19.00,169.00,,No
1953,8,11,3,32,,33,7,,9,GREECE,,GREECE:  ASPROGERAKAS (KEPHALLENIA),38.10,20.60,,No
1953,11,4,3,49,13,35,8,8,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-13.19,166.52,,No
1953,12,7,2,5,    ,128,7,,,CHILE,,CHILE:  NORTHERN,-22.10,-68.70,,No
1953,2,15,,,,,6,,,PERU,,PERU:  LIMA,-12.00,-77.50,,Yes
1953,3,17,13,4,,,6,,,RUSSIA,,RUSSIA:  N. KURIL ISLANDS,50.00,156.50,,Yes
1953,4,23,16,24,34,35,7,7,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-4.45,152.87,,Yes
1953,5,6,17,16,43,60,8,,10,CHILE,,"CHILE:  CHILLAN, CONCEPCION",-36.50,-72.50,9.00,Yes
1953,5,31,19,58,    ,33,7,,,DOMINICAN REPUBLIC,,DOMINICAN REPUBLIC: PUERTO PLATA,19.80,-70.70,,Yes
1953,8,12,9,23,52,,7,,10,GREECE,,GREECE:  LIXOURI-ARGOSTOLI (KEPHALLENIA),38.30,20.80,476.00,Yes
1953,9,10,4,5,58,,7,,10,CYPRUS,,CYPRUS:  PAPHOS,35.00,32.50,40.00,Yes
1953,9,14,0,26,36,33,6,6,,FIJI,,FIJI ISLANDS,-18.30,178.20,7.00,Yes
1953,11,25,17,48,,60,7,,,JAPAN,,JAPAN:  KASHIMA,34.00,141.70,1.00,Yes
1953,12,12,17,31,25,30,7,,9,PERU,,OFF COAST OF PERU,-3.40,-80.60,6.00,Yes
1954,2,5,15,17,    ,100,6,,,MEXICO,,MEXICO:  CHIAPAS,17.30,-92.60,,No
1954,2,28,18,9,    ,4,5,,8,AUSTRALIA,,AUSTRALIA:  ADELAIDE:  S,-34.90,138.70,,No
1954,3,21,23,42,11,180,7,,,MYANMAR (BURMA),,"MYANMAR; INDIA:  CALCUTTA, CUTTACK, BHAGALPUR",24.50,95.30,,No
1954,3,29,6,17,    ,640,7,,,SPAIN,,SPAIN,37.00,-3.50,,No
1954,4,20,,,    ,,7,,,GREECE,,GREECE,39.80,22.10,,No
1954,4,29,11,34,    ,,8,,,ATLANTIC OCEAN,,ATLANTIC OCEAN:  NORTHERN,29.50,-29.50,,No
1954,4,30,13,2,    ,,7,,10,GREECE,,GREECE:  SOPHADES (KARDITSA),39.30,22.20,,No
1954,6,10,,,    ,,,,,AFGHANISTAN,,AFGHANISTAN:  NORTHERN,36.00,66.00,,No
1954,6,17,2,8,39,,5,,6,CHINA,,CHINA:  ANHUI PROVINCE,31.60,116.60,,No
1954,7,2,2,45,    ,,7,,9,PHILIPPINES,,"PHILIPPINES:  LUZON:  SORSOGON, BACON, LEGASPI",13.00,123.90,13.00,No
1954,7,6,11,13,    ,,7,,,USA,NV,NEVADA:  FALLON,39.40,-118.50,,No
1954,7,31,1,0,    ,,7,,,CHINA,,CHINA: NEI MONGOL,38.80,104.20,,No
1954,8,20,15,30,    ,,5,,,IRAN,,"IRAN:  TONBAK,KANGAN,SABAKHI,AKHTAR",27.50,52.00,,No
1954,8,23,,,    ,,7,,12,USA,NV,NEVADA:  STILLWATER RANGE,39.60,-118.50,,No
1954,9,9,2,49,48,,7,,11,ALGERIA,,ALGERIA:  EL ASNAM,36.00,1.50,,No
1954,9,9,2,52,24,,,,11,ALGERIA,,ALGERIA:  EL ASNAM,36.00,1.50,,No
1954,9,9,9,28,42,,6,,10,ALGERIA,,ALGERIA:  EL ASNAM,36.00,1.50,,No
1954,10,24,11,41,6,,5,,7,CHINA,,CHINA:  SICHUAN PROVINCE,29.40,104.80,,No
1954,11,2,8,24,54,,7,,8,INDONESIA,,"INDONESIA:  SUMABAWA:  BIMA,RABA",-8.00,119.00,,No
1954,12,16,11,7,    ,,7,,10,USA,NV,NEVADA:  DIXIE VALLEY,39.30,-118.20,,No
1954,2,11,0,30,15,,7,,10,CHINA,,CHINA:  GANSU PROVINCE,39.00,101.30,,Yes
1954,9,9,1,4,37,,7,,11,ALGERIA,,ALGERIA:  ORLEANSVILLE,36.28,1.47,1243.00,Yes
1954,11,18,20,44,55,30,7,,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,38.90,142.20,,Yes
1955,1,25,12,23,    ,,,,4,USA,CA,CALIFORNIA:  TERMINAL ISLAND,33.80,-118.20,,No
1955,2,18,22,48,33,,,,,PAKISTAN,,PAKISTAN:  QUETTA,30.50,67.00,12.00,No
1955,2,27,20,43,    ,60,8,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.00,-175.50,,No
1955,3,31,18,18,    ,96,8,,8,PHILIPPINES,,"PHILIPPINES:  MINDANAO:  LANAO,OZAMIZ,COTABATO",8.10,123.20,,No
1955,4,4,19,24,    ,,6,,,NICARAGUA,,NICARAGUA:  MANAGUA,13.00,-87.00,,No
1955,4,13,20,45,    ,,,,,GREECE,,GREECE:  S,37.50,22.00,,No
1955,4,14,1,29,2,,8,,9,CHINA,,CHINA:  SICHUAN PROVINCE,30.00,101.80,39.00,No
1955,4,15,3,40,58,,7,,9,CHINA,,CHINA:  XINJIANG PROVINCE,39.90,74.60,,No
1955,4,21,7,18,    ,,6,,10,GREECE,,GREECE:  AEGEAN SEA,39.50,23.00,,No
1955,4,24,12,59,12,,7,,,CHINA,,CHINA:  XINJIANG PROVINCE,44.20,83.60,,No
1955,6,7,0,48,54,,6,,8,CHINA,,CHINA:  YUNNAN PROVINCE,26.50,101.10,,No
1955,7,16,7,7,    ,,7,,9,TURKEY,,"TURKEY:  SOKE, AYDIN",37.50,27.00,,No
1955,7,20,21,,    ,,6,,,COLOMBIA,,COLOMBIA-ECUADOR,0.20,-78.40,,No
1955,9,1,17,33,    ,,6,,,COSTA RICA,,COSTA RICA,10.00,-84.50,,No
1955,9,12,6,9,20,,6,,,EGYPT,,EGYPT:  NILE DELTA,32.20,29.60,22.00,No
1955,10,1,6,29,55,,6,,7,CHINA,,CHINA:  SICHUAN PROVINCE,29.90,101.40,,No
1955,10,9,21,3,    ,,,,,PERU,,"PERU:  MUNGUI,LA UNION PROV,AREQUIPA,TORO,COTAHUASI",-16.20,-71.30,,No
1955,1,18,,,,,,,,VENEZUELA,,VENEZUELA:  OFF THE COAST NEAR LA VELA,11.46,-69.57,,Yes
1955,4,19,16,47,19,33,6,,10,GREECE,,GREECE:  DRAKIA-AGRIA (MAGNESIA),39.40,23.10,8.00,Yes
1955,4,19,20,24,5,30,7,,6,CHILE,,CHILE,-30.00,-72.00,1.00,Yes
1955,5,17,14,49,49,,7,,,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,6.50,94.00,,Yes
1955,9,8,3,27,14,33,7,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  FAURO ISLAND,-6.90,155.70,,Yes
1955,9,23,15,6,23,10,7,,9,CHINA,,CHINA:  YUNNAN PROVINCE,26.60,101.80,,Yes
1955,10,10,8,57,53,35,7,7,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-5.10,152.92,,Yes
1956,1,8,7,11,26,,7,,,MEXICO,,MEXICO:  GUERRERO,17.00,-99.50,,No
1956,1,10,,,    ,,8,,,TONGA,,TONGA ISLANDS,-20.00,-175.00,,No
1956,1,12,5,46,    ,,6,,,HUNGARY,,HUNGARY,47.50,19.30,,No
1956,1,16,23,37,    ,,7,,9,ECUADOR,,ECUADOR,-0.50,-80.50,,No
1956,1,24,,,    ,,7,,,NICARAGUA,,NICARAGUA:  PUERTO SAMOZA,12.20,-86.70,,No
1956,1,31,2,25,    ,7,5,,7,SLOVENIA,,"BALKANS NW:  SLOVENIA:  ILIRSKA BISTRICA,KOSEZE",45.50,14.30,,No
1956,2,20,20,31,    ,,6,,8,TURKEY,,TURKEY:  ESKISEHIR,40.00,30.50,,No
1956,3,16,19,32,    ,,6,,,LEBANON,,LEBANON:  LITANI,35.50,35.50,,No
1956,4,19,18,38,    ,,,,,SPAIN,,SPAIN,37.00,-4.00,,No
1956,5,23,20,48,    ,430,8,,,FIJI,,FIJI ISLANDS,-15.00,-179.00,,No
1956,6,9,,,    ,60,8,,,AFGHANISTAN,,AFGHANISTAN:  KABUL,35.10,67.50,,No
1956,7,16,15,7,    ,39,7,,,MYANMAR (BURMA),,MYANMAR (BURMA),22.20,95.70,,No
1956,7,18,6,19,35,190,8,,,INDONESIA,,INDONESIA:  BANDA SEA,-5.50,130.00,,No
1956,7,21,15,32,    ,,6,,9,INDIA,,"INDIA:  ANJAR, BHUJ, GANDHIDHAM, KANDLA",23.00,70.00,,No
1956,8,19,0,44,33,,5,,7,CHINA,,CHINA:  SHANXI PROVINCE,37.80,114.00,,No
1956,10,11,2,24,    ,110,8,,7,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.00,150.50,,No
1956,10,31,14,3,    ,,7,,,IRAN,,IRAN:  BASTAK,27.20,54.40,,No
1956,12,31,21,33,22,,5,,6,CHINA,,CHINA:  HEBEI PROVINCE,40.50,115.50,,No
1956,1,8,20,54,13,,7,,5,CHILE,,CHILE,-19.00,-70.00,,Yes
1956,3,2,22,43,,,5,,7,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND,-38.90,175.70,,Yes
1956,3,5,23,29,    ,20,,,,JAPAN,,"NE. HOKKAIDO ISLAND, JAPAN",44.30,144.10,,Yes
1956,7,9,3,11,39,20,8,,9,GREECE,,GREECE:  DODECANESE,36.90,26.00,56.00,Yes
1956,7,9,3,24,,,7,,,GREECE,,GREECE:  AEGEAN SEA,36.80,25.20,,Yes
1956,8,12,16,59,38,50,7,,,JAPAN,,JAPAN:  IZU PENINSULA,33.80,138.80,,Yes
1956,11,2,16,4,    ,,6,,8,GREECE,,GREECE:  VOLOS-AGRIA (MAGNESIA),39.50,23.00,,Yes
1956,12,18,2,31,3,33,,,,CHILE,,CHILE:  ANTOFAGASTA,-25.50,-71.00,,Yes
1957,2,20,4,41,1,,6,,,TUNISIA,,"TUNISIA:  SIDI ABID,SIDI TOUIL (LA MEDJA),CAILLOUX",36.20,8.90,13.00,No
1957,2,23,20,26,14,69,7,,,TAIWAN,,"TAIWAN:  HUALIEN, TAIPEI",23.90,121.60,11.00,No
1957,3,8,12,21,14,,7,,10,GREECE,,GREECE:  STEPHANOVIKION-VELESTNON (MAGNESIA),39.40,22.80,2.00,No
1957,3,22,14,21,    ,,8,,5,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,55.00,-165.20,,No
1957,4,14,19,18,    ,60,8,,,SAMOA,,SAMOA ISLANDS,-15.50,-173.00,,No
1957,4,16,4,4,4,600,8,,,INDONESIA,,INDONESIA:  JAVA SEA,-4.60,107.10,,No
1957,4,23,,,    ,,,,,IRAN,,IRAN:  KACHU MESQAL,33.40,52.50,,No
1957,4,24,19,10,    ,,7,,,TURKEY,,TURKEY,36.00,28.50,,No
1957,4,25,2,25,    ,18,7,,10,TURKEY,,"TURKEY:  FETHIYE (LYCIA, ASIA MINOR)",36.40,28.70,,No
1957,5,26,6,33,    ,,7,,9,TURKEY,,TURKEY:  ABANT,40.70,30.90,,No
1957,6,10,20,2,2,,5,,6,CHINA,,CHINA:  SHANXI PROVINCE,38.00,112.50,,No
1957,6,27,0,9,28,15,8,,10,RUSSIA,,RUSSIA:  CHITA,56.20,116.40,,No
1957,7,2,0,42,    ,14,7,,9,IRAN,,"IRAN:  HAZANDERAN, ABEGARM",36.10,52.70,,No
1957,9,5,,,    ,,,,,IRAN,,IRAN:  JAHROM,28.30,53.30,,No
1957,9,24,8,21,    ,60,8,,,PHILIPPINES,,PHILIPPINES,5.50,127.50,,No
1957,9,28,14,20,    ,549,8,,,FIJI,,FIJI ISLANDS,-20.40,-178.50,,No
1957,11,29,22,19,    ,170,8,,,BOLIVIA,,BOLIVIA:  S,-21.00,-66.00,,No
1957,12,4,3,37,45,33,8,8,11,MONGOLIA,,MONGOLIA,45.50,99.50,30.00,No
1957,12,13,1,45,    ,,7,,,IRAN,,IRAN:  FARSINAJ,34.30,47.80,,No
1957,12,17,13,50,    ,120,8,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.30,166.70,,No
1957,3,9,14,22,32,33,9,9,,USA,AK,ALASKA,51.29,-175.63,2.00,Yes
1957,6,22,23,50,23,33,7,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-1.50,137.00,,Yes
1957,7,28,8,40,1,25,8,,7,MEXICO,,"MEXICO:  ACAPULCO,MEXICO CITY",16.50,-99.10,65.00,Yes
1957,7,29,17,15,14,33,7,,3,CHILE,,CHILE:  ANTOFAGASTA,-23.50,-71.50,,Yes
1957,9,26,,,,,,,,INDONESIA,,S. JAVA SEA,-8.20,107.30,,Yes
1957,10,26,14,16,57,,6,,,INDONESIA,,INDONESIA:  KALIMANTAN ISLAND,-2.00,116.00,,Yes
1957,11,,,,    ,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,,,,Yes
1958,1,15,19,14,    ,60,7,,9,PERU,,PERU: AREQUIPA,-16.50,-72.00,,No
1958,1,16,2,4,    ,,,,,IRAN,,IRAN,36.50,53.00,,No
1958,2,1,14,9,    ,,,,10,COLOMBIA,,COLOMBIA,2.00,-79.00,,No
1958,3,11,0,22,56,70,8,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,25.00,125.00,,No
1958,5,14,2,34,    ,,,,,AZORES (PORTUGAL),,AZORES,38.50,-28.80,,No
1958,7,26,17,38,    ,620,8,,,PERU,,PERU:  S,-13.50,-69.00,,No
1958,8,16,19,13,    ,20,7,,,IRAN,,IRAN:  FIRUZABAD,34.40,47.90,,No
1958,9,1,14,30,    ,,,,,PERU,,PERU:  S,-18.00,-65.00,,No
1958,9,4,21,51,17,,7,,,CHILE,,CHILE-ARGENTINA,-33.79,-70.11,,No
1958,9,21,16,18,    ,,,,,IRAN,,IRAN,36.00,49.00,,No
1958,9,25,1,5,36,,6,,7,CHINA,,CHINA:  GUANGXI PROVINCE,22.50,109.50,,No
1958,10,20,1,12,37,100,7,,8,INDONESIA,,INDONESIA:  JAVA:  MALANG,-9.50,112.50,8.00,No
1958,11,18,10,45,    ,,,,12,ITALY,,ITALY:  N,44.30,9.90,,No
1958,11,29,9,30,    ,,,,12,ITALY,,ITALY:  N,44.40,8.80,,No
1958,1,19,14,7,27,60,8,,9,COLOMBIA,,COLOMBIA-ECUADOR,1.50,-79.50,115.00,Yes
1958,2,7,23,23,36,,6,,7,CHINA,,CHINA:  SICHUAN PROVINCE,31.50,104.00,,Yes
1958,4,21,22,37,36,200,7,,,INDONESIA,,INDONESIA:  SUMATRA:  BENGKULU,-4.50,104.00,,Yes
1958,7,10,6,15,60,35,8,8,11,USA,AK,ALASKA:  LITUYA BAY,58.37,-136.67,5.00,Yes
1958,9,17,12,24,    ,,,,,RUSSIA,,RUSSIA:  N. KURIL ISLANDS,49.30,156.40,,Yes
1958,11,4,22,54,46,,6,,,PACIFIC OCEAN,,EAST PACIFIC RIDGE,-50.00,-115.00,,Yes
1958,11,6,22,58,9,40,8,8,10,RUSSIA,,RUSSIA:  KURIL ISLANDS:  S,44.53,148.54,,Yes
1958,11,12,20,23,    ,29,,,,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,44.20,148.80,,Yes
1959,1,26,6,46,    ,,,,12,ITALY,,ITALY:  N,44.50,9.60,,No
1959,4,5,,,,,6,,8,FRANCE,,"FRANCE:  ST PAUL D'UBAYE,JAUSIERS,CEILLAC,VARS",44.00,6.80,,No
1959,4,11,22,,    ,,,,12,ITALY,,ITALY:  CENTRAL,42.90,12.60,,No
1959,4,17,,,    ,,,,12,ITALY,,ITALY:  N,44.50,10.80,,No
1959,4,25,0,26,    ,,6,,8,TURKEY,,"TURKEY:  KOYCEGIZ, MUGLA",37.00,28.70,,No
1959,4,26,20,40,38,150,8,,,TAIWAN,,TAIWAN:  TAIPEI,24.78,122.70,2.00,No
1959,5,24,19,17,    ,100,7,,,MEXICO,,MEXICO:  OAXACA;,17.00,-96.30,,No
1959,6,14,0,12,7,112,8,,,BOLIVIA,,BOLIVIA-NORTHERN CHILE,-20.37,-68.00,1.00,No
1959,6,18,15,31,    ,15,7,,10,RUSSIA,,RUSSIA:  NEAR KAMCHATKA,53.90,160.50,,No
1959,7,2,18,33,54,,5,,6,CHINA,,CHINA:  HENAN PROVINCE,31.80,115.30,,No
1959,8,10,23,7,29,,5,,7,CHINA,,CHINA:  SHAANXI PROVINCE,35.60,110.90,,No
1959,8,15,8,57,3,60,7,,,TAIWAN,,TAIWAN,22.18,121.13,16.00,No
1959,8,26,8,25,31,,7,,,MEXICO,,MEXICO:  GULF OF CAMPECHE,18.30,-94.40,25.00,No
1959,9,1,11,37,    ,11,6,,10,ALBANIA,,ALBANIA,40.90,19.80,,No
1959,9,14,14,9,    ,60,8,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.50,-177.00,,No
1959,10,25,15,57,    ,,6,,,TURKEY,,TURKEY:  NINIA,39.10,41.60,,No
1959,10,27,6,52,51,70,7,,,RUSSIA,,RUSSIA:  KAMCHATKA,45.89,151.11,,No
1959,11,7,,,    ,,6,,8,ALGERIA,,ALGERIA:  BOU-MEDFA,36.40,2.60,,No
1959,11,15,10,25,16,,6,,,CHINA,,CHINA:  XINGJIANG,38.75,75.32,,No
1959,12,24,12,50,    ,,,,7,PERU,,"PERU:  AYACUCHO,POMABAMBA,MOYOBAMBA,HUAHUAPUQUIO",-13.50,-74.00,,No
1959,1,22,5,10,    ,40,,,,JAPAN,,"SANRIKU, JAPAN",37.50,142.20,,Yes
1959,2,7,9,36,51,19,7,,7,PERU,,PERU-ECUADOR,-4.00,-81.50,,Yes
1959,4,9,12,24,20,40,5,,,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,44.30,149.00,,Yes
1959,5,4,7,15,42,60,8,8,10,RUSSIA,,RUSSIA:  NEAR EAST COAST OF KAMCHATKA,52.50,159.50,1.00,Yes
1959,8,17,21,4,40,,7,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-7.50,156.00,,Yes
1959,8,18,6,37,14,5,8,,10,USA,MT,MONTANA:  HEBGEN LAKE,44.71,-111.22,28.00,Yes
1959,10,26,7,35,    ,10,,,,JAPAN,,"SANRIKU, JAPAN",37.50,143.20,,Yes
1960,1,15,9,30,    ,150,7,,,PERU,,"PERU:  LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA",-15.00,-75.00,,No
1960,2,2,23,51,59,,5,,6,CHINA,,CHINA:  GANSU PROVINCE,33.80,104.50,,No
1960,2,21,8,13,31,33,6,,,ALGERIA,,ALGERIA:  MELOUZA,36.00,4.10,47.00,No
1960,4,13,7,57,49,,6,,8,CHINA,,CHINA:  JILIN PROVINCE,44.70,127.00,,No
1960,4,24,12,14,    ,,6,,,IRAN,,IRAN:  LAR,28.00,54.50,,No
1960,4,29,9,16,20,,,,8,INDONESIA,,INDONESIA:  CENTRAL SULAWESI:  UNA-UNA ISLAND,-0.50,121.50,,No
1960,5,26,5,10,    ,,7,,,GREECE,,GREECE-ALBANIA,40.00,20.00,,No
1960,7,30,2,4,    ,21,,,,ECUADOR,,ECUADOR,-1.50,-79.00,,No
1960,8,27,15,58,    ,58,,,,INDIA,,INDIA:  N,28.60,76.70,,No
1960,9,22,9,5,33,28,7,,,CONGO,,CONGO:  LAKE TANGANYIKA,-3.60,29.00,24.00,No
1960,10,7,,,    ,,,,,PHILIPPINES,,PHILIPPINES:  PANAY,11.10,122.30,,No
1960,11,9,10,43,42,,7,,9,CHINA,,CHINA:  SICHUAN PROVINCE,32.70,103.70,,No
1960,1,13,15,40,34,160,8,,10,PERU,,"PERU:  AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI",-15.75,-72.75,63.00,Yes
1960,2,29,23,40,14,33,6,,10,MOROCCO,,MOROCCO:  AGADIR,30.45,-9.62,13100.00,Yes
1960,3,20,17,7,30,20,8,,,JAPAN,,JAPAN:  SANRIKU,39.80,143.40,,Yes
1960,3,23,0,23,,20,7,,,JAPAN,,JAPAN:  SANRIKU,39.40,143.70,,Yes
1960,5,21,10,2,50,35,8,8,,CHILE,,CHILE:  CENTRAL,-37.87,-73.24,,Yes
